GENE	ES_A549
PNLIPRP2	-0.46
EDNRA	-0.52
CYP2A13	NA
FLNC	-0.62
KIR2DS4	-0.45
MEIS1	-0.58
IARS	-0.64
ATP6V1B1	0.35
MAPKAPK2	-0.38
GFI1B	-0.33
IMMP2L	-0.57
RXFP4	-0.64
AVP	0.35
STAM2	-0.48
ADCK4	-0.6
CCL7	-0.53
NDUFS1	NA
SLC38A3	0.22
BLNK	0.35
LOC390754	-0.48
LOC286526	-0.63
JAK1	-0.66
WNK4	-0.41
TXN	-0.65
TAS2R48	NA
KLF5	NA
LMNA	NA
APBA2	0.36
TRIM16	-0.47
HMGB4	NA
ALDOA	-0.64
LENG4	-0.52
FZD9	0.38
CPSF2	-0.66
TXNDC12	0.3
ABCA10	-0.5
CD1E	-0.37
PTPRJ	-0.44
NRP1	NA
ZNF672	-0.44
USP33	NA
ZRANB1	NA
PDGFRL	-0.48
CLSTN2	NA
RAB40C	NA
RAB4B	-0.57
ARHGAP8	NA
BACE1	-0.58
MEIS3	NA
ELA3A	0.41
SUSD1	-0.61
GYS1	-0.56
ST3GAL2	NA
WWOX	-0.67
CHFR	-0.68
IGFBP1	NA
TSGA2	0.38
POLR3G	-0.68
ATF6	NA
XPC	-0.59
LENG8	0.38
ST6GALNAC5	-0.59
LEPR	-0.65
ILVBL	NA
NR2E3	-0.68
IL5	-0.57
HMMR	NA
RIMS3	-0.66
CPZ	-0.56
SDHD	-0.38
G6PC2	-0.4
MYL6	NA
SLC25A15	-0.5
MDS1	NA
ZC3HC1	NA
HBA1	0.47
INMT	0.35
CCR3	0.38
C10ORF33	-0.61
TNPO2	-0.55
TTK	NA
PRKAG2	-0.46
PSEN1	-0.68
UCHL1	NA
SCN4B	-0.68
ZNF554	NA
LOC283514	-0.49
C14ORF130	0.38
HSD17B1	-0.62
MMP13	0.27
PPP3CA	0.38
CCL26	-0.55
GTDC1	-0.51
PTP4A1	-0.59
SRPK3	-0.65
OXSM	-0.52
CXCR6	-0.47
UBOX5	NA
DAO	NA
VTI1A	-0.41
TBX19	NA
PRKG2	-0.67
NCAN	NA
LOC388963	-0.6
OR10K2	0.33
CES3	0.38
RPP21	-0.45
LOC221711	NA
MYBL1	-0.55
ZFP36L2	NA
NFIX	-0.52
LOC441809	NA
TMEM14C	-0.44
OR13C3	-0.54
PPP1R14A	-0.31
NAT6	-0.4
LOC390975	-0.52
AUP1	-0.68
PIP5K2A	NA
STX11	0.31
DTNB	-0.71
FOXD3	NA
LOC440091	-0.64
POMT1	-0.5
SBF2	-0.45
TSTA3	-0.31
PPP1R12A	-0.4
BDH1	-0.49
P2RY11	NA
MTNR1A	NA
CBARA1	-0.36
NMUR2	-0.43
RCN3	0.36
HPGD	-0.47
INSRR	0.41
DLG5	-0.61
DUSP12	-0.52
APBA1	NA
CETP	-0.57
AARS2	NA
THPO	-0.61
SLC26A2	-0.53
C16ORF61	-0.66
AGBL4	-0.45
ZNF84	NA
RASAL1	NA
RP11-145H9.1	-0.64
COX4I2	-0.4
LGI1	NA
ABCB9	-0.54
PCK2	0.35
ADORA2B	-0.32
ST8SIA3	NA
PCDH20	-0.69
CPT2	NA
RDBP	-0.54
IDH3B	-0.5
HHEX	-0.54
PRR10	0.34
GABRB1	-0.7
PCDHGB6	NA
CHX10	0.4
TNS3	-0.52
MSH6	-0.46
KLF7	-0.56
CLIC5	-0.32
MAP3K7IP1	-0.56
CXCL13	-0.42
NRD1	-0.65
FLOT1	-0.68
IKZF3	NA
QPRT	-0.62
CCDC76	-0.27
CASC3	-0.52
TACSTD2	-0.41
PRKCZ	NA
EHMT1	0.34
LOC390529	-0.57
C21ORF7	NA
ELMO3	NA
ZNF208	-0.58
LOC81691	-0.4
ADAM19	-0.52
SPINK1	NA
GUCY2C	0.37
SRD5A1	-0.46
MPDU1	NA
NFYB	-0.61
ADAM20	-0.55
KIAA0430	-0.29
SLC38A1	-0.49
RNF190	-0.37
POLL	-0.55
SCGB1A1	-0.71
LONP2	-0.6
XYLT1	0.37
PPP1R13B	NA
NCOA2	-0.64
SOX14	-0.44
CD93	-0.42
ARHGAP24	NA
EFCAB2	NA
MDM1	NA
CD207	NA
SLC16A10	NA
ANKRD5	-0.5
LOC341457	-0.5
ZNF610	-0.47
MAP3K5	0.27
SIRPB1	NA
GMFB	NA
EDG7	-0.56
ERGIC1	-0.46
HS6ST1	NA
TGS1	-0.68
ARHGAP25	NA
RRAGD	NA
ZNF225	-0.53
LOC391707	-0.48
RNF186	-0.56
ALOX12	-0.32
RP1-14N1.3	0.31
KIR2DL3	0.28
NEURL	-0.59
POLR2J	-0.51
OSTM1	NA
LOC390801	NA
RPS6KA1	-0.37
BUD31	-0.55
CDH13	-0.38
ABP1	-0.67
HSF1	-0.53
TBX5	NA
TAL1	NA
IL3RA	NA
RP11-35N6.1	-0.56
MAST3	-0.47
EGFL7	NA
EDG6	0.4
PTK7	NA
TNFRSF10D	NA
OR5C1	-0.48
GCNT1	-0.54
CDH12	0.4
YWHAB	-0.68
B4GALT2	-0.51
GPR78	-0.6
RAB39	-0.44
FOXQ1	-0.48
FGF9	-0.61
ECHDC2	-0.31
UBD	0.35
TCF7	-0.67
RNF166	NA
TSCOT	-0.44
CRLF1	0.4
LOC389906	-0.56
BRD3	-0.41
RRAS2	-0.51
TNKS	NA
ZFAND3	-0.51
MIP	-0.54
ZNF562	0.34
LOC401313	NA
PIGR	NA
RNF20	-0.52
RNF121	-0.36
IRF2BP1	-0.54
CHST7	-0.53
DHX57	-0.56
ARPC5	-0.68
CYP46A1	-0.37
CSTL1	-0.4
HSD11B2	-0.6
LAMA2	NA
LCN9	-0.56
MAP3K4	-0.59
PPAPDC1A	NA
B3GNT4	0.37
FLJ21839	-0.41
UBE2E4P	0.36
CLPP	-0.65
ASGR1	-0.68
SEC11A	-0.51
NRG2	-0.52
SLC2A1	0.36
KRT18	-0.52
FEZ2	NA
MMP9	-0.52
TFF3	0.36
AK7	NA
CABP7	-0.41
WWP1	-0.41
ARHGAP27	-0.61
TXNL2	NA
UBE2D2	-0.55
FLJ12886	-0.6
ZNF569	-0.59
RAB31	NA
LYPLA3	-0.42
TCF7L2	NA
OR2T5	-0.51
DNASE2	-0.49
SDHAP3	-0.59
BECN1	NA
SENP7	-0.64
GH1	-0.47
EGFR	-0.6
SCNN1G	NA
KLK15	-0.64
CREB3L2	-0.42
DBT	-0.67
MCCC1	NA
MAN2A2	NA
USP25	NA
RALGPS2	-0.67
GRK6	-0.4
SAA1	NA
MFN1	NA
PHKG2	-0.64
M-RIP	-0.53
RHOQ	-0.51
HTRA4	NA
ART5	NA
AGPAT5	-0.4
HNRPH1	NA
USP52	-0.49
SCARB2	-0.39
PPIL3	-0.4
BAK1	-0.42
WRN	-0.67
LOC389873	-0.49
SEMA6D	NA
MAD2L2	0.3
VHLL	-0.67
CES1	NA
GALNS	NA
PLK4	NA
RGSL1	-0.35
C1GALT1C1	-0.47
EFCAB4B	-0.49
UCN	0.36
CPA5	NA
SYTL2	0.35
CABYR	NA
STON2	-0.28
IMPDH1	NA
LPHN2	NA
POLR1A	-0.55
AGXT2	-0.59
IL1B	NA
SPARCL1	-0.5
ADRB1	-0.45
MGC42105	0.44
OAS3	NA
GRINL1A	-0.49
NR2C2	-0.3
MANBA	-0.3
LOC402671	0.36
ZNF785	0.3
PTPRE	NA
LSM2	-0.54
CD27	-0.5
DPM2	-0.52
TOB2	-0.63
SLC35A4	-0.6
HMSD	-0.66
SCML1	-0.64
RARB	-0.47
PLK3	-0.49
HS6ST2	-0.51
CTSZ	NA
NTRK3	-0.49
SART1	NA
ARSG	-0.53
RHOF	NA
USP7	-0.62
PPM1L	NA
FLJ21438	NA
ELA3B	-0.35
TMEFF2	-0.51
TIE1	NA
TAS2R8	-0.67
HUNK	-0.49
PPP1R14C	-0.67
CDCA8	-0.55
PCBP3	NA
PDSS1	0.36
ENPP7	-0.5
IL13	-0.64
EPHB1	-0.54
GGT2	0.36
SCD	-0.47
EGF	-0.66
CLPB	-0.53
OSM	NA
OR52W1	NA
NFKBIL1	-0.44
DDX19A	-0.44
TRAPPC2L	0.44
MYF5	NA
CHN1	-0.4
RYK	NA
DGKZ	NA
RS1	NA
KCNJ1	0.31
REG1A	-0.44
CHRNA10	NA
POLM	-0.47
LOX	-0.63
CLEC11A	NA
GPR109A	NA
MAK	-0.57
PDCD6IP	-0.67
OR8U1	-0.64
WFDC10B	NA
KLF12	-0.6
PNLIPRP1	-0.48
ADRA1B	-0.47
GJB2	-0.45
MAP2K1	-0.43
PRB3	-0.61
GRIK1	0.32
SFRP5	0.36
CPSF4	-0.4
RAB32	-0.54
IL28RA	-0.45
CD302	-0.59
BDKRB2	NA
MAP4K1	-0.53
DDHD1	-0.49
BCS1L	-0.37
OR2H1	0.33
ZAK	0.36
IL16	-0.45
GABBR1	-0.59
NPC2	NA
IL12RB2	-0.55
ZFPL1	-0.44
ALAS1	-0.33
AKNA	-0.37
EVI1	-0.47
PPOX	0.3
ULK1	-0.67
FOXC1	NA
HEY1	-0.63
MATN3	-0.67
RAB1B	NA
ARHGEF7	-0.67
ATG7	NA
RDH16	-0.64
CPNE6	NA
GBL	NA
MATK	0.35
MTMR3	NA
PCDHA9	NA
PBXIP1	-0.56
SLC4A2	-0.51
NINJ1	-0.57
IQUB	NA
SMPDL3A	NA
TMC2	-0.5
STX17	-0.66
FKSG83	NA
RAB3A	0.31
GRIN3A	-0.58
DUSP13	-0.36
PLD3	-0.38
PAK2	-0.62
KCTD3	NA
HIST3H3	0.39
GCH1	-0.64
SLC5A6	NA
SNCA	-0.69
TPSB2	NA
TUSC1	-0.58
NEK10	-0.57
C9ORF3	-0.49
SEMA3D	-0.6
TYR	-0.49
MAFA	0.42
DMN	-0.67
ASCC2	NA
ZNF663	-0.31
CNDP1	-0.47
CHRNA3	-0.45
LOC51035	0.39
MTMR12	-0.63
AGBL3	-0.67
LOC440001	-0.45
C14ORF4	NA
PPP1R9B	NA
NR1H3	NA
ANK1	-0.53
WNT1	NA
FGFR1	NA
GRK1	NA
FCGBP	NA
ANKFN1	0.34
SPEG	0.35
DYRK4	-0.63
GPR142	-0.44
CAPN1	NA
THRAP4	-0.61
INTS12	-0.47
LRP1B	-0.58
AKR1C2	NA
NR1H4	-0.65
SLC37A1	-0.47
TBC1D3P2	NA
CDX2	0.43
ATCAY	-0.56
PPP3CB	-0.61
USP6	0.43
LEPROTL1	-0.53
PFTK1	-0.44
CAPG	NA
GATM	-0.45
AQP2	-0.54
FUT11	-0.52
CD72	NA
FOLH1	NA
WNT8B	-0.39
HOXD10	-0.42
SIRPD	-0.63
ASS1	-0.36
GNAZ	-0.45
TRAF6	NA
ZNF257	NA
CALB1	-0.57
LYK5	-0.6
SPCS2	-0.59
B3GNT5	NA
PIM2	-0.57
MS4A1	-0.49
IRAK1	-0.36
CLU	NA
FLVCR	-0.63
MYO3A	-0.66
OVCH1	0.28
SEMA4B	NA
MRGPRF	0.34
ZIC3	-0.62
WFDC3	-0.55
SPATA21	-0.57
BCAP29	-0.65
GPR143	-0.5
ANTXR1	-0.55
PPP2R3C	NA
TRH	-0.35
STK17A	-0.56
KLK2	-0.45
PPP1R14D	NA
VHL	-0.47
CLCA2	-0.53
UBAP1	0.33
ASCC3	NA
FMO5	-0.69
FOLR2	-0.53
DKFZP761P0423	NA
ADAMTS14	-0.44
DNAJC17	-0.52
POU2F1	-0.55
CYP2D7P1	-0.39
GNA13	NA
MTAP	NA
CELSR1	NA
PHF7	-0.53
MS4A10	-0.35
CPNE2	-0.4
RNF5	-0.65
SERPINA2	-0.65
GPR85	-0.58
ZNF548	NA
HK2	-0.48
GGA3	NA
EZH2	-0.43
IKZF5	0.34
GPR103	NA
PGA5	-0.44
SGCE	-0.4
BRSK1	-0.51
VRK3	-0.5
SLC35A2	NA
PKLR	-0.53
NFE2	-0.57
TKT	-0.53
CUGBP2	-0.5
ELP3	-0.57
AGMAT	NA
MEF2A	-0.63
FCGR2B	-0.56
CLK3	-0.55
SEMA6B	NA
DERL1	-0.66
THNSL1	-0.4
RAPGEF3	NA
POLR3A	-0.47
EPHB4	-0.56
KLK8	NA
TMEPAI	-0.65
RBM19	-0.49
RET	-0.34
GPR119	-0.52
POLR2J2	-0.53
FGF1	0.35
NAT8B	NA
PGPEP1	NA
COL6A3	-0.62
FGFR3	-0.54
MAST1	-0.68
IL2	-0.65
HOXA13	NA
TGFB3	-0.53
LOXHD1	NA
FGD1	-0.48
KLF9	-0.56
FOSB	-0.5
RGAG1	-0.45
FBN3	NA
NOTCH1	-0.42
KRT16	NA
TTLL1	-0.45
1-Dec	-0.48
ABCD1	NA
GLI2	-0.49
FBXL2	NA
VWA2	-0.44
C17ORF51	-0.43
DEFA4	-0.66
CUL7	0.31
RNH1	NA
TEK	-0.62
UBE2DNL	NA
INDO	-0.66
LANCL2	-0.66
CHPT1	NA
ANG	-0.64
RABEP2	NA
DNAJB5	-0.59
PTDSS2	-0.56
ANXA11	-0.57
C3	-0.54
CXORF9	NA
CBX1	-0.51
LYPLA2	-0.65
AKAP12	-0.39
ID3	-0.61
TRAK1	-0.66
ABCC12	NA
NTN1	NA
C17ORF85	-0.68
MPPE1	-0.53
TG	-0.69
PEX5	NA
DUSP2	NA
SH2D1B	-0.49
GYLTL1B	-0.58
WFDC11	-0.57
HTR1B	NA
CD248	0.29
CDH16	NA
EIF2C4	-0.64
PKIG	-0.48
KIAA0256	NA
LXN	-0.44
SLC22A18	NA
CHGA	-0.45
DCPS	-0.66
PTBP2	-0.6
AVPR1A	-0.68
SLC35F3	-0.6
MMP12	-0.46
CYP20A1	-0.52
BOK	0.33
RGN	NA
KCTD5	NA
EMR3	0.31
KLK3	NA
NDUFB1	0.33
SEMA4F	NA
RPIP8	-0.66
AVPR2	-0.68
IL17C	NA
KISS1	-0.38
FVT1	NA
SLC26A8	NA
PRPH2	NA
PHGDH	-0.44
SAC	-0.44
WNT9A	NA
TMEM118	-0.45
CHST2	0.3
BET1L	NA
DHX35	NA
CDT1	NA
LAMP2	-0.46
DLG7	-0.59
CD97	-0.46
GPR26	0.31
KCNMB3	-0.47
ADSL	NA
CLK4	-0.49
UNQ9391	NA
ZNF132	NA
ZNF491	-0.65
CLIC6	NA
NPNT	-0.66
GDA	-0.66
TRERF1	-0.47
ANKH	-0.47
LIG1	NA
IVNS1ABP	-0.64
STARD8	-0.54
B4GALT4	-0.35
PHF14	NA
ASL	-0.35
MCF2L2	-0.4
MYOZ3	-0.62
PYCARD	NA
KIAA0195	0.32
GJC1	-0.62
MINPP1	-0.58
TCFL5	NA
MINK1	0.39
PXK	-0.45
CYB561D2	NA
CPSF6	NA
SFRS2B	0.32
DPP9	-0.63
BLR1	NA
SHOX	-0.6
HM13	-0.53
ZNF646	0.32
PPIB	NA
SLC31A2	NA
PSMD14	NA
NAGK	NA
PCDH17	NA
FGF4	NA
SLC6A5	-0.31
TEAD4	-0.49
FZD3	-0.55
TINAG	-0.46
ZNF444	NA
ZSCAN2	NA
SLC9A7	-0.46
POLH	-0.56
LPHN1	-0.68
TAOK3	NA
ITGAM	-0.57
SERPINB9	-0.43
NHLH1	NA
CDH8	-0.45
TRIM44	-0.27
REXO1L1	0.29
CD37	-0.55
COX6C	-0.38
VPS37A	NA
TXK	NA
ABCC11	-0.48
CDC42EP5	NA
PRCP	-0.56
SLC27A6	-0.63
HOXB5	-0.38
HMGCLL1	-0.62
CCR7	NA
PIK3C2B	-0.42
WDR66	-0.61
GZMH	NA
CD226	NA
MON1B	-0.59
ABCC1	-0.53
PILRA	-0.61
ARHGAP5	-0.43
PDE3B	NA
EFHC1	-0.65
SRGAP1	NA
FCGRT	-0.42
CDKL5	NA
ZNF175	NA
LZTS2	NA
SIRT5	-0.42
B3GAT2	-0.4
PAPD5	-0.53
DNASE1L2	NA
ZNF416	NA
LOC388097	NA
QSCN6	NA
GRIN2C	-0.64
GFPT1	NA
PPP2R5D	NA
PRNP	-0.47
P4HA1	NA
THOC2	-0.46
SMPDL3B	-0.56
HEXB	-0.64
SST	NA
WIF1	-0.65
CSF3R	-0.63
GPT2	-0.57
FAHD2A	-0.55
LOC392285	-0.56
FBP2	-0.49
GPR171	-0.61
ZFP2	NA
IL10	-0.47
CD68	NA
OR2K2	-0.27
RAB9B	-0.39
KNDC1	NA
SLC25A11	-0.46
ZNF668	0.3
ATPAF1	NA
DNAH11	-0.58
IRF6	0.22
FLJ30698	-0.47
LOC441769	-0.42
P4HB	-0.51
CASP7	-0.44
ELL2	NA
LOC402203	-0.37
BAI1	-0.52
NRIP2	NA
LDHAL6A	0.37
TPSD1	NA
SCN11A	-0.49
HCCS	-0.52
OR7G2	NA
MKNK1	-0.56
RHOBTB1	-0.59
ZMPSTE24	-0.25
NPFFR1	0.27
GPX3	-0.62
TRIM2	-0.55
CPA3	-0.35
IL1F6	-0.41
EEF1D	-0.41
WFDC6	-0.65
OAZ1	-0.61
PKN3	0.33
ZNF383	-0.44
NCR2	-0.46
FBXO2	-0.69
STX7	-0.54
GPR128	-0.31
NRIP3	-0.65
MYOG	NA
IRF1	-0.65
CUL1	-0.38
EVL	-0.54
BNIPL	-0.37
ADAM12	0.29
IKBKB	NA
FOXP4	NA
MAGI1	NA
ALPL	-0.5
CD82	-0.53
MFRP	NA
RAD54L	-0.52
B3GNT3	-0.62
PHCA	-0.5
ITSN2	NA
TNNC1	NA
CDKL1	-0.5
TCEB3B	-0.52
ZNF577	-0.5
HYAL1	-0.64
LOC440367	NA
DGKA	-0.37
IDI1	-0.58
AVPR1B	-0.54
SMOX	-0.49
ATP1A2	NA
AGRN	-0.49
PROK2	NA
CLEC10A	-0.45
BRD4	-0.6
LHX5	-0.57
MAP2K1IP1	NA
GPT	NA
ILF3	NA
RBM3	-0.42
PNPLA6	NA
CDC14C	-0.53
OR2T12	0.32
MRTO4	0.26
NMNAT2	-0.49
MUSK	NA
NMT1	0.29
C1ORF56	-0.64
SMAD2	-0.43
TRIO	NA
PTCRA	-0.56
CCNH	-0.61
ATP5C1	-0.34
BIK	NA
CYB5B	-0.35
MYH6	-0.41
CIB2	-0.44
GPRC5A	-0.61
ALS2CR7	-0.32
NDUFA2	-0.41
HS6ST1P	-0.56
TRIM11	-0.51
GJA3	NA
RCVRN	NA
TARS2	-0.48
YWHAG	-0.64
ADAM2	-0.5
ZMAT2	-0.49
ANPEP	-0.52
IL8RA	-0.38
GPRC5D	-0.5
DTX3	-0.47
GNAT1	-0.67
SPPL2B	-0.6
MS4A8B	-0.53
ADAMTS1	-0.39
MIB1	-0.43
PRRX1	-0.6
HUS1	-0.42
MVD	NA
LOC253665	-0.5
FAT2	-0.63
GPAM	-0.5
MBD4	-0.43
CRLF3	NA
LBP	-0.44
ANTXR2	-0.55
LOC440820	-0.31
RELN	NA
SGOL2	-0.6
CDC34	-0.32
CTNND2	NA
ZNF41	-0.43
MKI67IP	-0.46
EFNA5	-0.54
ERF	-0.63
PTHLH	-0.6
FCRLA	0.26
C1ORF124	NA
LTB4R	-0.5
CEBPE	NA
FLJ23588	NA
TXNDC6	-0.6
ATXN3	0.26
PHGDHL1	-0.52
ABCG8	NA
BST1	-0.56
TNFSF8	-0.34
AKR1C4	NA
PKMYT1	-0.59
CANX	-0.49
RDH12	NA
BAT3	-0.6
NAT8	-0.61
TM7SF2	NA
NKX3-1	-0.46
MXD1	-0.61
ABCF2	-0.47
PROZ	-0.5
GVIN1	NA
ACP2	-0.41
CENPN	-0.44
KCNG4	NA
FRG1	-0.65
EPN1	0.27
RHOU	NA
TMEM9	-0.48
SEC24D	-0.6
LOC401525	0.29
RPP30	NA
RAB5B	-0.39
SAT2	-0.55
HUWE1	-0.41
DDR1	-0.55
GRK5	-0.36
AKT3	-0.55
RPP14	-0.45
GPR92	-0.52
LOC390377	-0.41
PPM1A	NA
GSK3B	-0.41
OTOR	NA
GABRA3	-0.66
SULT2B1	-0.61
FGR	-0.52
AKAP3	NA
NRAS	-0.4
UGT1A9	-0.51
EPS15L1	-0.57
TRIM39	-0.58
OR7C2	-0.66
GMDS	NA
HDAC5	NA
CDH20	-0.59
CDC20	-0.59
ENDOGL1	-0.38
PRKD1	-0.37
MST1R	-0.47
HLX1	-0.63
KCNG3	-0.48
MAZ	-0.38
SLC25A28	NA
CNTFR	-0.59
BAT1	NA
ADHFE1	-0.53
SLC31A1	-0.34
TRIM5	-0.69
LRRC32	-0.56
RARRES3	-0.64
TOP3B	-0.61
NDST2	-0.38
PTHR1	-0.49
TGIF2	-0.42
ZFAND6	-0.45
SMARCD2	NA
TPRX1	-0.45
NTF5	NA
MYLK2	-0.61
RAB24	NA
NOBOX	-0.31
MAP1D	NA
UGT1A8	-0.44
BUB1	-0.47
OR2G3	NA
POP7	NA
TMPRSS12	NA
PPM1M	-0.58
CDCP2	NA
AYTL2	-0.31
CTSL2	NA
UBXD3	NA
EBI3	-0.57
IFNA8	-0.54
ARL1	-0.35
RECQL	NA
EXT1	-0.36
PAX6	-0.51
CSNK1G3	-0.56
CYP11B2	-0.52
EP400	-0.64
MGAT5B	NA
DDI1	NA
OR5P3	-0.56
PCDHGA5	-0.46
OXNAD1	-0.44
POU6F1	NA
GALNT9	-0.65
GNPNAT1	-0.6
DST	NA
AP3M2	-0.38
RFC3	-0.41
MC1R	NA
ANXA6	NA
OLFM1	-0.42
LOC402377	-0.51
GPR19	NA
HIF3A	-0.58
SCUBE3	NA
PIK3C2A	NA
COMTD1	NA
LDHA	-0.5
LATS2	-0.39
D2HGDH	-0.58
PIAS2	NA
CST7	NA
KCNQ2	NA
SCARF1	-0.52
ERN1	NA
IHPK2	-0.6
RARRES2	NA
HAX1	NA
CD5L	NA
LENG1	-0.64
PSMD4	-0.61
PPP1R15A	NA
TBC1D16	NA
GCAT	-0.52
FMNL1	-0.48
TRA16	-0.53
CDCA7L	-0.45
RBMX2	NA
FLJ32569	NA
ZBTB25	NA
QKI	-0.58
NOS1	-0.63
OR7A17	-0.6
ALOX5	-0.49
OR51B6	-0.39
VPREB1	-0.51
EAF2	-0.49
IL1RL1	-0.47
TCN2	-0.5
HPS1	-0.62
FLT3LG	-0.62
HS3ST2	NA
ADAMTS8	-0.64
MAGEF1	-0.61
GRK4	-0.58
SLC22A18AS	-0.45
RNF4	-0.4
DEFB1	-0.55
ZNF202	-0.62
SYTL1	-0.53
STK31	-0.49
TMEM86B	NA
OPRL1	-0.54
TIMP2	-0.48
IL25	-0.44
SMAD6	-0.53
PNPLA3	NA
RCP9	NA
NGFR	-0.61
CCBP2	-0.6
ZNF192	-0.6
SUCLG2	-0.44
ZNF454	NA
IRS4	-0.5
MGLL	NA
NCOA3	-0.54
MUC7	NA
MOBKL2C	-0.6
ADAM33	-0.61
THOC7	NA
COL5A2	-0.44
C1ORF89	-0.38
CD81	NA
APBB2	-0.55
BRF1	-0.48
LOC388259	NA
TAS2R13	-0.39
RAP1A	NA
KEL	NA
NBEA	-0.44
FGD4	NA
LOC402282	-0.57
FRAS1	-0.51
SLCO4A1	NA
CEBPD	-0.35
TTRAP	-0.39
ILKAP	-0.41
PRDX3	-0.62
ATP4A	NA
TAOK1	-0.44
CACNA1H	-0.43
MBOAT2	NA
TIMM8A	-0.48
CD63	-0.45
ATF7IP2	NA
FBXO22	NA
UBAP2	NA
LOC441902	-0.51
LSM1	-0.33
ATP7B	NA
PDK1	-0.41
TRIM3	NA
ALDH3B1	NA
SORBS2	-0.5
HYAL3	NA
POU2F2	-0.52
BAP1	-0.48
GPR153	-0.51
ZNF508	-0.54
AQP11	NA
PGAM2	-0.39
AFG3L1	NA
ATP6V1G2	-0.61
MRPL44	-0.58
PLCXD3	-0.43
HIF1AN	-0.44
PPP1R9A	NA
CDKL4	NA
GLUD1	-0.52
RNF6	NA
DFNA5	NA
POLB	NA
ANAPC5	-0.59
ALOX15B	NA
ATP6V1C1	-0.36
PDE6G	-0.51
CALML4	-0.27
NFAT5	-0.59
CDC14B	NA
ABCB8	NA
JARID1B	-0.58
GJA8	-0.56
F13B	NA
TRIM17	-0.59
CPAMD8	-0.39
CYP4F11	-0.53
DTX1	-0.49
MYL2	NA
ATP2B3	NA
GPD1L	-0.64
PSME3	-0.36
ADAM21	-0.57
CNOT6L	NA
LOC402709	-0.56
LOC439967	-0.4
GRIN2A	NA
CMKLR1	NA
RNASE11	-0.53
RIPK2	NA
IGF1	-0.55
TAS2R43	NA
GNPTAB	NA
GUSB	-0.51
OR1B1	-0.52
DGAT2	-0.39
PPP2R5C	-0.51
PRRXL1	-0.45
LAD1	-0.55
NSMCE1	-0.49
P11	-0.57
PCBD1	-0.43
SULF2	NA
PCGF3	NA
RABL3	-0.51
EFNA2	NA
TNFAIP8L2	-0.53
RNF128	-0.54
COL4A3BP	-0.49
EBI2	-0.52
AQP7	NA
SFRS12	-0.45
FBXO15	NA
USP16	-0.36
RNF19	-0.5
BRF2	-0.47
RYR2	-0.32
RALBP1	-0.41
SNX2	-0.43
APOBEC3G	NA
LOC442558	NA
ZNF345	-0.34
PEX13	-0.43
LRRC28	NA
SCN3B	-0.52
ZNF195	NA
TXNDC10	-0.46
MLL	-0.53
SNRPF	NA
ACADS	NA
AR	-0.33
TAS2R40	-0.46
SIX2	NA
C9ORF140	NA
ZNF57	NA
SERPINA9	NA
ACP1	-0.41
ALDH3B2	NA
IL18RAP	NA
PHKG1	-0.44
MORF4	NA
MDFI	NA
CAMK1	NA
TRPT1	NA
TRMU	NA
LOC440344	NA
POLE	NA
DRD3	NA
CCKAR	NA
PITRM1	NA
CDH9	NA
DNAJB4	NA
RASA3	NA
THBD	NA
