pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
Signaling by FGFR3	252	92	3.37001275156081	0.333333333333333	0.623785356991821	ACTN2;ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;AGO2;AGO4;ARRB1;BRAF;CALM1;CAMK2D;CAMK4;CSF2RB;CSK;DUSP16;FGB;FGF23;FGFR1;FGFR2;GRIN2D;HRAS;IL17RD;IL2RB;IQGAP1;ITGB3;JAK2;JAK3;KIT;KLB;KSR1;MAP2K1;MAPK1;NCAM1;NF1;NRG1;NRG3;PAQR3;PDE1C;PDGFA;PDGFB;PDGFRA;PDGFRB;PHB;PIK3CA;PLCG1;PPP2CA;PPP2R1A;PPP2R5C;PRKCD;PRKCE;PSMA4;PSMA6;PSMB10;PSMC3;PSMC5;PSMC6;PSMD1;PSMD13;PSMD2;PSMD3;PSMD5;PSMD6;PSMD8;PSMD9;PSME4;PTEN;RAP1A;RAP1B;RASA1;RASA2;RASA3;RASAL1;RASAL2;RASGRF1;RASGRF2;RASGRP1;RASGRP3;SHC1;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN5;SRC;TNRC6A;TRAT1;VAV1;WDR83
Signaling by FGFR3 in disease	18	3	0.854723514282806	0.940140845070423	0.753487396156887	FGF23;PLCG1;SOS1
Signaling by FGFR4	252	102	3.16987977440159	0.379061371841155	0.623785356991821	ADCY1;ADCY3;ADCY4;ADCY6;ADCY8;ADCY9;AGO2;AGO4;AKAP9;APBB1IP;ARRB1;ARRB2;BTC;CALM3;CAMK4;CD19;CUL3;DLG4;DUSP16;DUSP5;EGF;ERBB3;EREG;FGB;FGF23;FGF3;FGF4;FGF6;FN1;GRIN2B;HRAS;IL2RB;IL3;IRS1;ITGB3;JAK1;JAK2;KIT;KSR1;KSR2;MAP2K1;MAPK1;NCAM1;NRAS;PDE1A;PDE1B;PDE1C;PDGFA;PDGFRB;PIK3R1;PIK3R3;PPP2CA;PPP2R1A;PPP2R1B;PPP2R5B;PPP2R5C;PPP2R5E;PSMA1;PSMA4;PSMA8;PSMB10;PSMB11;PSMB3;PSMB4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD2;PSMD3;PSMD5;PSMD8;PSMD9;PSME4;PTEN;PTK2;PTPRA;RAF1;RAP1B;RASA1;RASA2;RASA3;RASAL1;RASAL3;RASGRF1;RASGRF2;RASGRP3;SHC2;SHC3;SPRED1;SPRY2;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN4;TNRC6A;TNRC6B;UBA52;VAV1;VWF;WDR83
Signaling by FGFR4 in disease	11	3	0.106657943402734	0.97887323943662	0.760621034043002	FGFR4;PLCG1;SOS1
Signaling by FGFR in disease	37	3	1.87944100865881	0.748129675810474	0.717318816047996	FGF10;PLCG1;TRIM24
Signaling by GPCR	0	NA	NA	NA	NA	
Signaling by Hedgehog	107	10	7.8343737042443	0.00872817955112219	0.378971695166488	DHH;GLI2;ITCH;P4HB;PSMD13;PSMD5;PSME4;RPGRIP1L;SPOP;TTC21B
Signaling by Hippo	16	2	0.73704380481561	0.951865222623345	0.753901725439927	MOB1B;SAV1
Signaling by Insulin receptor	243	97	2.84915278866584	0.445246690734055	0.623785356991821	ACTN2;AKT1;AKT1S1;AKT2;ANGPT1;APBB1IP;ARRB1;BTC;CALM3;CAMK2G;CNKSR1;CSK;DUSP16;DUSP8;EGF;EGFR;EIF4G1;ERBB3;FGA;FGF10;FGF17;FGF20;FGF23;FGF3;FGF6;FGF8;FGF9;FGG;FN1;GAB1;GRIN2C;IL17RD;INSR;IRS1;IRS2;ITGA2B;ITGB3;KIT;KL;KRAS;KSR2;LAMTOR3;LAMTOR4;MAPK1;MTOR;NCAM1;NF1;NRAS;NRG1;PDE3B;PDGFA;PDGFRA;PDGFRB;PHB;PIK3CA;PIK3R2;PPM1A;PPP2CA;PPP2R1A;PPP2R5B;PPP2R5E;PRKAA1;PRKAB1;PRKAB2;PRKAG2;PSMA1;PSMA6;PSMB7;PSMC3;PSMC4;PSMD13;PSMD2;PSMD5;PSMD9;PSME1;PSME4;PSMF1;RAF1;RAP1B;RASA1;RASA3;RASAL1;RASGEF1A;RASGRP4;RPS6;RPS6KB1;SHC2;SOS1;SPTA1;SPTBN1;SPTBN4;TEK;THEM4;TSC1;VCL;VWF;WDR83
Signaling by Interleukins	249	104	2.57144534220932	0.517448856799037	0.632289716362594	ANGPT1;ARRB2;BTC;CALM3;CAMK2B;CAMK2G;CASP1;CHUK;CNKSR1;CSF2RB;CUL1;CUL3;DAB2IP;DLG4;DUSP16;DUSP7;DUSP8;EGF;EGFR;ERBB4;FGF10;FGF23;FGFR1;FGG;HCK;IL17RD;IL1B;IL1R1;IL1RAP;IL1RN;IL2RA;IL3;IL6R;IL6ST;IL7;IL7R;IQGAP1;IRAK3;IRS1;IRS2;JAK1;JAK3;KIT;KRAS;KSR2;LAMTOR3;MAP2K1;MAP3K11;MAP3K8;MAPK3;NCAM1;NF1;NRG1;NRG3;PDGFA;PDGFB;PDGFRA;PDGFRB;PHB;PIK3CB;PIK3CD;PPP2CA;PPP2R5B;PSMA1;PSMA5;PSMA7;PSMB10;PSMB4;PSMB6;PSMC3;PSMC5;PSMC6;PSMD11;PSMD13;PSMD3;PSMD5;PSMD6;PSMD9;PSME4;PTK2B;RAF1;RAP1A;RAP1B;RASA3;RASAL1;RASAL3;RASGRP1;RASGRP3;RASGRP4;RELA;SHC2;SPRED1;SPRED2;SPTB;SPTBN1;SQSTM1;STAT1;STAT5A;TAB1;TOLLIP;TRAF6;TYK2;VCL;VWF
Signaling by Leptin	188	70	3.22046399886287	0.365824308062575	0.623785356991821	ACTN2;AKAP9;ARRB2;BTC;CALM3;CNKSR1;CUL3;DAB2IP;DUSP7;DUSP8;EGFR;ERBB3;ERBB4;FGB;FGF10;FGF17;FGF23;FGF6;FGF9;FGFR2;FGFR3;FGG;GRB2;GRIN2C;GRIN2D;HRAS;IQGAP1;IRS1;ITGB3;JAK1;JAK2;MAP3K11;MAPK1;NF1;NRG1;NRG2;PDGFA;PDGFRA;PDGFRB;PPP2CA;PSMA1;PSMB3;PSMC3;PSMC6;PSMD11;PSMD12;PSMD2;PSMD5;PSMD6;PSMD8;PSMD9;PSME4;RAF1;RAP1B;RASA1;RASAL1;RASAL3;RASGEF1A;RASGRF2;RASGRP1;RASGRP3;RASGRP4;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN4;STAT5B;UBA52;VCL
Signaling by Ligand-Responsive EGFR Variants in Cancer	16	2	1.76913890318435	0.769326683291771	0.719786172501165	EGF;PLCG1
Signaling by NGF	342	162	2.84379694720702	0.448856799037304	0.623785356991821	ABR;ADCY1;ADCY4;ADCY5;ADCY7;ADCY8;ADCYAP1R1;ADRBK1;AKAP13;AKT1;AKT2;ANGPT1;AP2S1;APH1A;ARHGDIA;ARHGEF1;ARHGEF16;ARHGEF3;ARHGEF7;CALM1;CAMK2A;CAMK2B;CASP2;CD19;CD86;CHUK;CNKSR1;CREB1;CSF2RB;DNM1;DUSP10;DUSP16;DUSP5;DUSP6;DUSP8;ECT2;EGF;EGFR;ERBB2;ERBB3;FGD3;FGD4;FGF10;FGF2;FGF3;FGF4;FGFR1;FGFR3;FGFR4;FN1;GRIN2B;GRIN2C;IKBKB;IL3;IRS2;ITGA2B;ITSN1;JAK2;JAK3;KALRN;KIT;KLB;KRAS;KSR2;LAMTOR3;LAT;LINGO1;MAP2K1;MAPK3;MAPK8;MAPKAP1;MAPKAPK2;MARK3;MCF2L;MDM2;MTOR;MYD88;NET1;NGFR;NRG1;NRG3;NTRK1;OBSCN;PAQR3;PDE1A;PDE1B;PDGFB;PDGFRB;PEBP1;PHLPP2;PIK3CA;PIK3CD;PIK3R1;PIK3R2;PLCG1;PLEKHG2;PPP2CA;PPP2R1A;PPP2R5B;PPP2R5C;PPP2R5E;PRDM4;PRKACA;PRKACB;PRKACG;PRKAR1B;PRKAR2B;PRKCA;PSMA1;PSMA4;PSMA5;PSMA6;PSMA8;PSMB11;PSMB3;PSMB4;PSMB7;PSMC3;PSMC4;PSMC6;PSMD13;PSMD5;PSMD8;PSMD9;PSME2;PSME4;PSMF1;PTEN;RAC1;RAF1;RAPGEF2;RASA2;RASAL1;RASGEF1A;RASGRF1;RASGRF2;RASGRP3;RASGRP4;RHOA;RIT2;RPS6KA1;RPS6KA5;SHC2;SOS1;SPRED2;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN4;SQSTM1;TEK;THEM4;TNRC6A;TNRC6C;TRAT1;TSC2;UBA52;VAV1;VWF;YWHAB
Signaling by NODAL	16	2	2.84913959356876	0.529925187032419	0.632375390851537	ACVR1B;ACVR2A
Signaling by NOTCH	85	11	5.64086783855916	0.0433212996389892	0.378971695166488	ATP2A1;DTX1;DTX4;EP300;HDAC5;ITCH;NCOR2;NOTCH1;SNW1;TNRC6A;TNRC6B
Signaling by NOTCH1	54	5	4.95435206881536	0.102286401925391	0.384245156985485	DTX1;DTX4;EP300;ITCH;NOTCH1
Signaling by NOTCH1 HD Domain Mutants in Cancer	10	2	1.93083598145046	0.815060908084164	0.738787848816076	JAG1;MIB1
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	37	2	4.5973937582023	0.14560770156438	0.457247567934286	EP300;MAML3
Signaling by NOTCH1 in Cancer	37	2	4.5973937582023	0.14560770156438	0.457247567934286	EP300;MAML3
Signaling by NOTCH1 PEST Domain Mutants in Cancer	37	2	4.5973937582023	0.14560770156438	0.457247567934286	EP300;MAML3
Signaling by NOTCH2	22	2	4.5973937582023	0.168329177057357	0.49224047537441	EP300;MAML3
Signaling by NOTCH3	10	2	1.82886138868893	0.758104738154613	0.719786172501165	ADAM10;NOTCH3
Signaling by NOTCH4	0	NA	NA	NA	NA	
Signaling by PDGF	274	110	2.83498798020509	0.451263537906137	0.623785356991821	ADCY1;ADCY2;ADCY3;ADCY5;ADCY7;ADCY8;ADCY9;AGO2;AGO4;AKAP9;ANGPT1;APBB1IP;BRAF;CALM3;CAMK2B;CAMK4;CD86;CNKSR1;COL4A3;COL4A4;COL6A1;COL6A2;COL6A3;COL6A5;COL6A6;COL9A2;CSF2RB;DAB2IP;DLG4;DUSP10;DUSP16;DUSP5;EGF;ERBB4;FGF10;FGF2;FGF20;FGF3;FGF8;FGFR1;FGFR3;FN1;FURIN;GRB7;GRIN2D;HRAS;IL2RB;IQGAP1;IRS1;IRS2;JAK2;KLB;KSR1;KSR2;LAT;MAP2K1;MAP2K2;MAP3K11;MAPK1;MARK3;NCAM1;PAQR3;PDE1B;PDGFB;PDGFRA;PDGFRB;PIK3CD;PLCG1;PPP2R1B;PRKCD;PSMA1;PSMA4;PSMA6;PSMA7;PSMA8;PSMB10;PSMB4;PSMB6;PSMC1;PSMD14;PSMD5;PSMD8;PSMD9;PSME1;PSME4;PTEN;RAF1;RAP1A;RAP1B;RAPGEF1;RASA2;RASA3;RASAL1;RASGRF1;RASGRP3;RASGRP4;SHC2;SHC3;SPRED1;SPTAN1;SPTBN1;SPTBN5;STAT1;STAT5B;STAT6;THBS1;TNRC6A;TNRC6C;VCL;VWF
Signaling by Retinoic Acid	25	2	2.43306410280017	0.552346570397112	0.642778361174632	ALDH1A1;DHRS9
Signaling by Rho GTPases	299	161	2.26178192637967	0.59927797833935	0.666913531264944	ABI1;ABL1;ABR;ACTB;ACTG1;ACTR2;ACTR3;APITD1;ARAP1;ARAP2;ARAP3;ARHGAP1;ARHGAP10;ARHGAP11A;ARHGAP12;ARHGAP15;ARHGAP17;ARHGAP22;ARHGAP24;ARHGAP25;ARHGAP26;ARHGAP32;ARHGAP39;ARHGAP8;ARHGAP9;ARHGDIG;ARHGEF11;ARHGEF12;ARHGEF17;ARHGEF2;ARHGEF3;ARHGEF4;BAIAP2;BIRC5;BRK1;BUB1B;BUB3;CALM1;CALM3;CASC5;CDC25C;CDCA8;CENPA;CENPC;CENPE;CENPF;CENPM;CENPU;CHN1;CHN2;CIT;CKAP5;CLASP1;CLASP2;CLIP1;CTNNA1;CYFIP1;CYFIP2;DEPDC1B;DLG4;DVL1;DVL2;DVL3;FGD4;FMNL2;HIST1H2AJ;HIST1H2BB;HIST1H2BE;HIST1H2BK;HIST1H2BM;HIST1H3B;HIST1H3C;HIST1H3I;HIST1H4B;HIST1H4H;HIST1H4J;HIST1H4K;HIST2H2BE;HMHA1;INPP5B;IQGAP1;IQGAP2;IQGAP3;ITGB1;ITGB3BP;KALRN;KDM4C;KIF14;KIF2C;KIF5A;KLC1;KLC3;KLK3;KNTC1;KTN1;LIMK1;LIMK2;LIN7B;MAD2L1;MAPK3;MCF2L;MKL1;MYH10;MYH11;MYH14;MYH9;MYL12A;MYLK;NCKIPSD;NDC80;NDE1;NET1;NGEF;NSL1;NUF2;NUP107;NUP160;NUP37;NUP98;OBSCN;PAK2;PFN2;PKN1;PLEKHG2;PPP1CB;PPP1R14A;PPP2CA;PPP2R1A;PPP2R1B;PPP2R5E;RAC1;RACGAP1;RALBP1;RANBP2;RANGAP1;RASGRF2;RHOA;RHOBTB1;RHOD;RHOT1;RHPN1;ROCK1;ROCK2;SGOL1;SGOL2;SKA1;SOS2;SRC;SRGAP1;SRGAP3;TAX1BP3;TRIO;TRIP10;VAV1;VAV3;WASL;WIPF2;YWHAH;YWHAQ;ZW10;ZWILCH
Signaling by Robo receptor	29	3	7.12903562286352	0.0149625935162095	0.378971695166488	ROBO1;ROBO2;ROBO3
Signaling by SCF-KIT	246	84	2.65962374910622	0.49338146811071	0.623785356991821	ACTN2;AGO4;AKAP9;ANGPT1;APBB1IP;ARRB1;BTC;CALM3;CAMK2A;CAMK2B;CNKSR1;DAB2IP;DLG4;DUSP1;DUSP4;DUSP5;DUSP6;EGF;ERBB3;FER;FGF20;FGF3;FGFR4;FN1;GAB2;GRB7;GRIN2A;HRAS;IL2RB;IL3;IL5RA;IQGAP1;IRS2;ITGA2B;JAK2;JAK3;KIT;KSR1;LYN;MAPK1;NEFL;NF1;NRG1;NRG2;NRG3;PDGFA;PDGFRA;PDGFRB;PIK3CA;PPP2R1A;PPP2R5C;PPP5C;PSMA6;PSMA8;PSMB10;PSMB4;PSMC6;PSMD1;PSMD13;PSMD2;PSMD3;PSMD5;PSMD9;PSME1;PSME4;PTEN;PTK2;PTPRU;RAP1B;RASA2;RASA3;RASAL1;RASAL3;RASGEF1A;RASGRP1;RASGRP3;SHC2;SOS1;SPTB;SPTBN1;STAT1;STAT5B;TLN1;TNRC6B
Signaling by TGF-beta Receptor Complex	54	2	2.22074100434503	0.61251504211793	0.676271791495362	NCOR2;SMAD3
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	221	103	3.02836009150301	0.401925391095066	0.623785356991821	AKAP9;AKT1;AKT2;ARRB1;ARRB2;BTC;CALM3;CAMK2A;CUL3;DAB2IP;DUSP16;DUSP4;DUSP5;DUSP6;DUSP7;EEF2K;EGF;EGFR;EIF4E;EIF4G1;FGF10;FGF6;FGFR2;HRAS;IGF1R;IGF2;IL2RB;IL3;IL5RA;IQGAP1;IRS1;IRS2;JAK1;JAK2;KLB;KSR1;KSR2;LAMTOR4;MAP2K1;MAP2K2;MAPK1;MARK3;NCAM1;NF1;NRAS;NRG1;PDE3B;PDGFA;PDGFRB;PHB;PIK3R2;PPP2CA;PPP2R5C;PPP2R5E;PPP5C;PRKAA1;PRKAA2;PRKAG2;PSMA1;PSMA3;PSMA5;PSMA6;PSMB11;PSMC3;PSMC6;PSMD12;PSMD13;PSMD14;PSMD2;PSMD5;PSMD8;PSMD9;PSME1;PSME2;PSME4;PTK2;RAF1;RAP1A;RAP1B;RASA3;RASAL1;RASAL3;RASGRF2;RASGRP1;RPS6KB1;RPTOR;SHC1;SHC3;SPRED1;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SRC;STK11;STRADB;TEK;THEM4;TRIB3;TSC2;VWF;YWHAB
Signaling by VEGF	255	98	2.66917366018797	0.490974729241877	0.623785356991821	ABI1;ACTN2;AKT1;AKT2;BRK1;BTC;CALM1;CAMK2B;CDH5;CSF2RB;CTNNA1;CUL3;CYBA;CYFIP2;DUSP1;DUSP16;DUSP7;EGF;ELMO1;ELMO2;ERBB4;FGF10;FGF20;FGF6;FGFR2;FGFR3;FGG;GRB2;GRIN2B;HRAS;IL5RA;IRS1;ITGAV;JAK1;KBTBD7;KDR;KSR1;LAT;MAP2K1;MAP2K2;MAPK1;MAPK11;MAPK3;MAPKAP1;MAPKAPK2;MTOR;NCF2;NCF4;NCKAP1L;NRG1;NRG2;PAK1;PAK2;PDGFA;PDGFRA;PDGFRB;PEBP1;PPP2CA;PPP2R5C;PPP2R5E;PRKCB;PRKCZ;PSMA6;PSMB10;PSMB3;PSMB7;PSMC3;PSMC5;PSMC6;PSMD1;PSMD12;PSMD13;PSMD14;PSMD5;PSMD9;PSME1;PSME4;PSMF1;RAC1;RAP1B;RASAL1;RASGRP3;RHOA;RICTOR;ROCK2;SHC2;SPHK1;SPRED1;SPRED2;SPRED3;SPTA1;SPTB;SRC;THEM4;TLN1;VCL;WASF2;WDR83
Signaling by Wnt	233	110	2.17137186667467	0.630565583634176	0.682614602842068	AKT1;AKT2;AP2A1;ARRB2;AXIN2;BCL9L;BTRC;CCDC88C;CDC73;CLTA;CLTC;CREBBP;CSNK1G2;CTBP1;CTBP2;CTNNB1;CUL3;DACT1;DVL2;EP300;FZD8;GNAO1;GNB5;GNG11;GNG5;GNG7;HECW1;HIST1H2BA;HIST1H2BC;HIST1H2BE;HIST1H2BM;HIST1H3C;HIST1H3D;HIST1H3G;HIST1H3I;HIST1H4J;HIST3H2BB;HIST3H3;HIST4H4;KLHL12;KMT2D;KREMEN2;LEF1;LEO1;LGR4;LGR5;LGR6;LRP5;LRP6;PFN1;PIP5K1B;PLCB2;PPP2CA;PPP2R1A;PPP2R1B;PPP2R5E;PRKCA;PRKCG;PSMA1;PSMA4;PSMA5;PSMA6;PSMA7;PSMB10;PSMB4;PSMC1;PSMC6;PSMD1;PSMD11;PSMD13;PSMD2;PSMD4;PSMD5;PSMD8;PSME4;RAC1;RAC2;RBBP5;RHOA;RNF43;ROR2;RSPO1;RUVBL1;RYK;SMURF1;SOX13;SOX7;SOX9;TCF7;TCF7L1;TLE1;TLE2;TLE4;TMED5;TNKS2;USP34;USP8;VPS26A;WLS;WNT11;WNT2;WNT2B;WNT3A;WNT4;WNT5A;WNT6;WNT7A;WNT9B;YWHAZ;ZNRF3
Signaling by WNT in cancer	11	2	2.52310276916692	0.669014084507042	0.703857242014269	CTNNB1;PPP2CA
Signaling Pathways	0	NA	NA	NA	NA	
Signalling to ERKs	194	66	3.40281183254522	0.327316486161252	0.623785356991821	ACTN2;AKAP9;ANGPT1;ARRB1;BTC;CALM3;CAMK2D;CNKSR1;CSK;DUSP16;DUSP4;FGF10;FGF17;FGF20;FGF6;FGFR2;FN1;GRB2;GRIN2B;GRIN2D;HRAS;IL2RB;IL5RA;IQGAP1;KIT;KSR1;KSR2;LAMTOR3;MAP2K1;MAP2K2;MAPK11;MAPK3;MAPKAPK3;NCAM1;NTRK1;PAQR3;PDGFRA;PDGFRB;PPP2CA;PPP2R1B;PPP2R5C;PSMA3;PSMA6;PSMB7;PSMC5;PSMD13;PSMD3;PSMD5;PSMD8;PSME4;PSMF1;RAF1;RAP1B;RASA1;RASA3;RASAL1;RASGRP3;SHC2;SPRED3;SPTA1;SPTB;SPTBN1;SPTBN2;SRC;TLN1;YWHAB
Signalling to p38 via RIT and RIN	185	74	2.94053377834282	0.425992779783394	0.623785356991821	ACTN2;ANGPT1;APBB1IP;ARRB2;BRAF;BTC;CAMK2A;CAMK2G;DAB2IP;DUSP4;EGFR;ERBB3;ERBB4;EREG;FGF10;FGF8;FGFR2;FRS2;GRIN2C;HRAS;IL3;IQGAP1;JAK2;KBTBD7;KIT;KSR2;MAPK3;NCAM1;NEFL;NF1;NRAS;NRG1;NRG3;NTRK1;PDGFA;PDGFRA;PDGFRB;PHB;PPP2R1A;PPP2R5C;PPP5C;PSMA1;PSMA6;PSMB10;PSMB3;PSMB4;PSMD1;PSMD13;PSMD3;PSMD5;PSMD6;PSMD8;PSMD9;PSME1;PSME2;PSME4;PSMF1;RAF1;RAP1B;RASA1;RASA2;RASA3;RASAL1;RASAL3;RASGRF1;RASGRP4;SHC2;SOS1;SPRED1;SPRED2;SPRED3;SPTAN1;SPTBN1;VWF
Signalling to RAS	190	80	3.24805280311626	0.36101083032491	0.623785356991821	ACTN2;ARRB1;BTC;CALM3;CAMK2B;CNKSR1;CSF2RB;CSK;DAB2IP;DLG4;DUSP16;EGFR;FGB;FGF10;FGF6;FGF8;FGFR2;FN1;GRIN2B;GRIN2C;GRIN2D;IL17RD;IL2RB;IL3;IQGAP1;JAK2;KRAS;KSR1;KSR2;LAMTOR3;MAPK1;MAPK11;MAPK12;NF1;NRG1;NRG2;NTRK1;PAQR3;PDGFA;PDGFRA;PDGFRB;PHB;PPP2R1A;PPP2R5E;PPP5C;PSMA1;PSMA4;PSMA6;PSMB11;PSMB3;PSMB6;PSMB7;PSMC6;PSMD12;PSMD13;PSMD14;PSMD5;PSMD6;PSMD8;PSMD9;PSME4;PSMF1;RAF1;RALB;RALGDS;RAP1B;RASA1;RASA2;RASA3;RASAL1;RASGRF2;RASGRP4;SHC2;SPRED1;SPTB;SPTBN1;SRC;TEK;UBA52;VCL
Signal regulatory protein (SIRP) family interactions	10	2	3.67195530210849	0.327930174563591	0.623785356991821	CD47;PTPN6
Signal transduction by L1	0	NA	NA	NA	NA	
SIRT1 negatively regulates rRNA Expression	33	2	2.38222443696228	0.732004429678848	0.717318816047996	HIST1H3I;HIST1H4J
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	0	NA	NA	NA	NA	
SLBP independent Processing of Histone Pre-mRNAs	0	NA	NA	NA	NA	
SLC-mediated transmembrane transport	190	31	8.51798647102036	0.00240673886883273	0.378971695166488	AAAS;GCK;HK2;HK3;NUP107;NUP205;NUPL2;SLC12A5;SLC12A6;SLC17A7;SLC1A3;SLC1A5;SLC24A4;SLC2A3;SLC2A6;SLC34A1;SLC38A2;SLC38A4;SLC4A2;SLC4A7;SLC5A1;SLC5A11;SLC5A9;SLC6A1;SLC6A3;SLC6A5;SLC7A1;SLC7A7;SLC9A4;SLC9A8;TPR
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	20	2	0.89693260857233	0.932611311672684	0.75252264577362	MEN1;SMAD3
Smooth Muscle Contraction	26	2	3.101977737828	0.586932447397564	0.662981313532333	MYL6B;MYLK
snRNP Assembly	44	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
SOS-mediated signalling	183	85	2.92638297050297	0.425992779783394	0.623785356991821	ACTN2;ANGPT1;APBB1IP;ARRB1;BTC;CALM3;CAMK2A;CAMK2B;CAMK2G;CNKSR1;DAB2IP;DUSP16;DUSP6;DUSP8;EGF;ERBB4;FGF10;FGF23;FGF6;FGF9;FGFR4;FN1;GRIN1;GRIN2C;IL2RA;IL3;IRS2;ITGB3;JAK1;KBTBD7;KIT;KSR1;LAMTOR3;MAP2K1;MAPK1;MARK3;NCAM1;NF1;NRAS;NRG1;NRG2;NRG3;PDGFA;PDGFRB;PPP2CA;PPP2R1B;PPP5C;PSMA1;PSMA4;PSMA7;PSMB11;PSMB7;PSMC5;PSMC6;PSMD13;PSMD14;PSMD2;PSMD3;PSMD5;PSMD9;PSME1;PSME4;RAF1;RAP1A;RAP1B;RASA1;RASA2;RASA3;RASGEF1A;RASGRF2;RASGRP3;RASGRP4;SHC1;SHC2;SHC3;SPRED1;SPRED2;SPTA1;SPTB;SPTBN2;SPTBN4;TEK;TLN1;UBA52;VCL
S Phase	94	2	5.91285920845296	0.0411471321695761	0.378971695166488	PSMD5;PSME4
Sphingolipid de novo biosynthesis	24	2	1.90764100905497	0.717208182912154	0.717318816047996	DEGS1;FA2H
Sphingolipid metabolism	43	2	4.36087955333721	0.178098676293622	0.509317715135655	ARSG;SUMF2
Spry regulation of FGF signaling	10	2	1.25591073923025	0.865336658354115	0.746171194613845	PPP2CA;PPP2R1A
SRP-dependent cotranslational protein targeting to membrane	75	6	3.96699401747214	0.43921139101862	0.623785356991821	RPL31;RPS13;RPS3A;SEC61A2;TRAM1;UBA52
Stabilization of p53	39	2	5.91285920845296	0.102957283680175	0.384245156985485	PSMD5;PSME4
Steroid hormones	22	3	5.55989876986491	0.0481347773766546	0.378971695166488	AKR1B15;CYP11B1;CYP11B2
Stimuli-sensing channels	86	3	5.34352443144336	0.062575210589651	0.378971695166488	CLCA1;RYR2;TPCN2
STING mediated induction of host immune responses	15	2	4.89224745032432	0.123441396508728	0.418030116799156	PRKDC;TMEM173
Striated Muscle Contraction	32	2	7.11942423173683	0.0372398685651698	0.378971695166488	MYL2;TCAP
Sulfur amino acid metabolism	0	NA	NA	NA	NA	
SUMO E3 ligases SUMOylate target proteins	60	2	6.07591812384921	0.0361596009975062	0.378971695166488	NUP188;NUP205
SUMOylation	65	2	6.07591812384921	0.0288808664259928	0.378971695166488	NUP188;NUP205
SUMOylation of DNA damage response and repair proteins	60	2	6.07591812384921	0.0361596009975062	0.378971695166488	NUP188;NUP205
Surfactant metabolism	18	2	5.10289853540971	0.0890493381468111	0.378971695166488	CTSH;SFTPB
Switching of origins to a post-replicative state	52	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
Syndecan interactions	19	2	3.31286531103616	0.346570397111913	0.623785356991821	SDC3;TNC
Synthesis and interconversion of nucleotide di- and triphosphates	17	3	3.06652962420919	0.478802992518703	0.623785356991821	DTYMK;GUK1;NME1-NME2
Synthesis And Processing Of GAG, GAGPOL Polyproteins	0	NA	NA	NA	NA	
Synthesis of bile acids and bile salts	23	2	3.04407499180447	0.40072202166065	0.623785356991821	HSD3B7;NCOA1
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	0	NA	NA	NA	NA	
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	13	2	3.43933883449207	0.320096269554753	0.623785356991821	NCOA1;NR1H4
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	21	2	3.43933883449207	0.320096269554753	0.623785356991821	NCOA1;NR1H4
Synthesis of DNA	74	2	5.91285920845296	0.0411471321695761	0.378971695166488	PSMD5;PSME4
Synthesis of glycosylphosphatidylinositol (GPI)	0	NA	NA	NA	NA	
Synthesis of IP2, IP, and Ins in the cytosol	0	NA	NA	NA	NA	
Synthesis of IP3 and IP4 in the cytosol	20	3	0.759304113843069	0.92643391521197	0.752326154722782	CALM3;ITPK1;PLCG1
Synthesis of Leukotrienes (LT) and Eoxins (EX)	18	2	2.45087198661802	0.547533092659446	0.642418304573185	ALOX15;ALOX5AP
Synthesis of PA	19	3	4.97790247146187	0.115960099750623	0.407978477332888	AGPAT1;PLA2G2A;PLA2G4D
Synthesis of PC	11	2	1.20707405804359	0.882069795427196	0.749362450230115	CHPT1;PCYT1A
Synthesis of PIPs at the early endosome membrane	10	3	3.8420811053369	0.363849765258216	0.623785356991821	INPP4B;MTMR2;PIK3R4
Synthesis of PIPs at the Golgi membrane	14	3	3.04157143982836	0.487531172069825	0.623785356991821	ARF1;PIK3R4;SACM1L
Synthesis of PIPs at the late endosome membrane	0	NA	NA	NA	NA	
Synthesis of PIPs at the plasma membrane	29	2	3.89427315402218	0.285536159600997	0.623785356991821	INPP4B;MTMR6
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	0	NA	NA	NA	NA	
Synthesis of pyrophosphates in the cytosol	0	NA	NA	NA	NA	
Synthesis of substrates in N-glycan biosythesis	0	NA	NA	NA	NA	
